null,1,13,93,Diterima,null,null
null,1,14,94,Diterima,null,null
null,1,15,95,Diterima,null,null
null,1,16,96,Diterima,null,null
null,1,17,97,Diterima,null,null
null,1,18,98,Diterima,null,null
null,1,41,1,Ditolak,null,null
null,1,42,2,Ditolak,null,null
null,1,43,3,Ditolak,null,null
null,1,44,4,Ditolak,null,null
null,1,45,5,Ditolak,null,null
null,1,46,6,Ditolak,null,null
null,1,47,7,Ditolak,null,null
null,1,48,8,Ditolak,null,null
null,1,49,9,Ditolak,null,null
null,1,41,10,Ditolak,null,null
null,1,42,11,Ditolak,null,null
null,1,43,12,Ditolak,null,null
null,1,44,13,Ditolak,null,null
null,1,45,14,Ditolak,null,null
null,1,46,15,Ditolak,null,null
null,1,47,16,Ditolak,null,null
null,1,48,17,Ditolak,null,null
null,1,49,18,Ditolak,null,null
null,1,41,19,Ditolak,null,null
null,1,42,20,Ditolak,null,null
null,1,43,21,Ditolak,null,null
null,1,44,22,Ditolak,null,null
null,1,45,23,Ditolak,null,null
null,1,46,24,Ditolak,null,null
null,1,47,25,Ditolak,null,null
null,1,48,26,Ditolak,null,null
null,1,49,27,Ditolak,null,null
null,1,41,28,Ditolak,null,null
null,1,42,29,Ditolak,null,null
null,1,43,30,Ditolak,null,null
null,1,44,31,Ditolak,null,null
null,1,45,32,Ditolak,null,null
null,1,46,33,Ditolak,null,null
null,1,47,34,Ditolak,null,null
null,1,48,35,Ditolak,null,null
null,1,49,36,Ditolak,null,null
null,1,41,37,Ditolak,null,null
null,1,42,38,Ditolak,null,null
null,1,43,39,Ditolak,null,null
null,1,44,40,Ditolak,null,null
null,1,45,41,Ditolak,null,null
null,1,46,42,Ditolak,null,null
null,1,47,43,Ditolak,null,null
null,1,48,44,Ditolak,null,null
null,1,49,45,Ditolak,null,null
null,1,41,46,Ditolak,null,null
null,1,42,47,Ditolak,null,null
null,1,43,48,Ditolak,null,null
null,1,44,49,Ditolak,null,null
null,1,45,50,Ditolak,null,null
null,1,46,51,Ditolak,null,null
null,1,47,52,Ditolak,null,null
null,1,48,53,Ditolak,null,null
null,1,49,54,Ditolak,null,null
null,1,41,55,Ditolak,null,null
null,1,42,56,Ditolak,null,null
null,1,43,57,Ditolak,null,null
null,1,44,58,Ditolak,null,null
null,1,45,59,Ditolak,null,null
null,1,46,60,Ditolak,null,null
null,1,47,61,Ditolak,null,null
null,1,48,62,Ditolak,null,null
null,1,49,63,Ditolak,null,null
null,1,41,64,Ditolak,null,null
null,1,42,65,Ditolak,null,null
null,1,43,66,Ditolak,null,null
null,1,44,67,Ditolak,null,null
null,1,45,68,Ditolak,null,null
null,1,46,69,Ditolak,null,null
null,1,47,70,Ditolak,null,null
null,1,48,71,Ditolak,null,null
null,1,49,72,Ditolak,null,null
null,1,41,73,Ditolak,null,null
null,1,42,74,Ditolak,null,null
null,1,43,75,Ditolak,null,null
null,1,44,76,Ditolak,null,null
null,1,45,77,Ditolak,null,null
null,1,46,78,Ditolak,null,null
null,1,47,79,Ditolak,null,null
null,1,48,80,Ditolak,null,null
null,1,49,81,Ditolak,null,null
null,1,41,82,Ditolak,null,null
null,1,42,83,Ditolak,null,null
null,1,43,84,Ditolak,null,null
null,1,44,85,Ditolak,null,null
null,1,45,86,Ditolak,null,null
null,1,46,87,Ditolak,null,null
null,1,47,88,Ditolak,null,null
null,1,48,89,Ditolak,null,null
null,1,49,90,Ditolak,null,null
null,1,41,91,Ditolak,null,null
null,1,42,92,Ditolak,null,null
null,1,43,93,Ditolak,null,null
null,1,44,94,Ditolak,null,null
null,1,45,95,Ditolak,null,null
null,1,46,96,Ditolak,null,null
null,1,47,97,Ditolak,null,null
null,1,48,98,Ditolak,null,null

